"","degree","degree_spouse","count","weighted","percent","odds"
"2028","Social Science","Communications",1296,118291,2.66240319638732,0.989100511174894
"2029","Social Science","Computer Science",1005,98908,2.22614548315829,0.760221833078446
"2030","Social Science","Construction",65,5184,0.116677500148548,0.74764004812694
"2032","Social Science","Criminal Justice",644,59441,1.33785248578893,1.10882332718687
"2033","Social Science","Economics",1543,137324,3.09078337777762,1.31514359880616
"2034","Social Science","Education",5731,494614,11.1323929510945,0.799763096594086
"2035","Social Science","Engineering",3803,336264,7.56837247491344,0.781586333493794
"2036","Social Science","English",2259,192119,4.32406725521583,1.2615517866477
"2037","Social Science","Environmental Science",767,63792,1.4357814601613,1.32779818024608
"2038","Social Science","Ethnic and Cultural Studies",388,34282,0.771592989986982,1.78941461195692
"2039","Social Science","Family Studies",455,39655,0.892524357328445,0.980886994455228
"2040","Social Science","Finance",697,66354,1.49344499322082,0.794428152112093
"2041","Social Science","Fine Arts",1162,101528,2.28511443577966,1.00992335667154
"2042","Social Science","Foreign Languages",660,56545,1.27267153663187,1.33044574378336
"2043","Social Science","General Science",311,30981,0.697296611130817,0.692053734161362
"2044","Social Science","History",1930,164299,3.69791601020568,1.52437871049808
"2047","Social Science","Journalism",462,38449,0.865380633335554,0.966892530481298
"2048","Social Science","Law",63,5577,0.125522843041754,1.0124959560816
"2049","Social Science","Liberal Arts",644,56771,1.27775817147631,0.933090143514833
"2050","Social Science","Library Science",40,3055,0.0687595993352263,0.900308277796368
"2051","Social Science","Linguistics",119,10982,0.247174441865616,1.17440912739136
"2052","Social Science","Marketing",691,64187,1.44467181752215,0.698584086760111
"2053","Social Science","Math and Stats",866,72385,1.6291861204191,0.930915732950467
"2055","Social Science","Medical Sciences",1177,105757,2.38029752762538,0.702824968912423
"2057","Social Science","Music",350,29875,0.672403610520421,0.86109303811796
"2058","Social Science","Nursing",1216,112123,2.52357857815502,0.731300099829947
"2059","Social Science","Performing Arts",206,18191,0.40942909050969,1.01103841407819
"2060","Social Science","Philosophy and Religious Studies",852,72300,1.62727300554398,1.18305865626985
"2061","Social Science","Physical Education",383,33877,0.762477560287876,1.05509541582025
"2062","Social Science","Physics and Astronomy",417,35653,0.80245040756099,1.10197788060918
"2063","Social Science","Policy Studies",664,59541,1.34010320917143,1.24239975702565
"2064","Social Science","Political Science",1933,166738,3.75281115350474,1.50460435402071
"2065","Social Science","Psychology",2831,251070,5.65089119643053,1.30411478360249
"2066","Social Science","Social Science",4146,365000,8.21514034610724,2.81818224870237
"2067","Social Science","Transportation",117,10247,0.230631625004276,1.04114423751616
"2068","Transportation","Accounting",138,15448,4.49874048080143,1.2053750358079
"2072","Transportation","Biology",155,14573,4.24392445796992,0.790085412623301
"2073","Transportation","Business",375,35562,10.3563056044964,0.907936873321314
"2075","Transportation","Communications",124,11706,3.40900155801797,1.26646703027161
"2076","Transportation","Computer Science",65,7185,2.0924035703365,0.714549683161103
"2079","Transportation","Criminal Justice",45,4152,1.20913843062452,1.00214404895913
"2080","Transportation","Economics",36,3294,0.959273119093729,0.408175493708857
"2081","Transportation","Education",624,57683,16.7983458799889,1.2068118718147
"2082","Transportation","Engineering",140,13696,3.98852599851479,0.411895373586905
"2083","Transportation","English",124,11553,3.36444515631143,0.981580905390205
"2084","Transportation","Environmental Science",31,2137,0.622333532332513,0.57552878106492
"2086","Transportation","Family Studies",52,4669,1.35969829782897,1.49431218304708
"2087","Transportation","Finance",43,4374,1.27378889584577,0.677583601304843
"2088","Transportation","Fine Arts",89,9076,2.64309739796438,1.16813664186928
"2089","Transportation","Foreign Languages",38,3787,1.1028437468148,1.15290829519076
"2091","Transportation","History",51,4677,1.36202804432343,0.561463939771016
"2095","Transportation","Liberal Arts",59,5703,1.66081803223787,1.2128219161782
"2098","Transportation","Marketing",100,9053,2.63639937679281,1.27485435292597
"2099","Transportation","Math and Stats",43,3395,0.988686168586281,0.564934598339914
"2101","Transportation","Medical Sciences",184,17933,5.22241798564294,1.54201102908026
"2103","Transportation","Nursing",308,30088,8.76217656566245,2.53916398687248
"2106","Transportation","Physical Education",32,2714,0.79036649824541,1.09368730434559
"2108","Transportation","Policy Studies",56,5548,1.61567919390771,1.49788426488968
"2109","Transportation","Political Science",60,5574,1.62325087001471,0.65080562870565
"2110","Transportation","Psychology",189,16826,4.90003931447209,1.1308328722194
"2111","Transportation","Social Science",117,10762,3.13409147167174,1.07514170446491
"2112","Transportation","Transportation",162,13019,3.79137120142115,17.1154519542676
